display_name,model_id,transport,task,case_index,score,status
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,11,0.36470588235294116,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,12,0.5278688524590164,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,13,0.0,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,14,0.34660633484162895,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,15,0.5326732673267326,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,16,0.7749696233292831,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,17,0.6,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,18,0.5822222222222222,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,19,0.3903225806451613,scored
GPT-5.4,gpt-5.4,codex,molecular_property_prediction,20,0.4,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,1,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,2,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,3,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,4,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,5,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,6,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,7,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,8,1.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,9,1.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,10,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,11,1.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,12,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,13,,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,14,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,15,1.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,16,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,17,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,18,1.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,19,0.0,scored
GPT-5.4,gpt-5.4,codex,virtual_screening,20,1.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,1,0.2,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,2,0.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,3,0.2,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,4,0.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,5,0.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,6,0.4,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,7,0.4,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,8,0.2,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,9,0.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,10,0.2,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,11,0.4,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,12,0.2,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,13,0.2,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,14,0.4,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,15,0.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,16,0.4,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,17,0.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,18,0.4,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,19,0.0,scored
GPT-5.4,gpt-5.4,codex,binding_mechanism,20,0.2,scored
GPT-5.4,gpt-5.4,codex,molecular_design,1,0.941986245045855,scored
GPT-5.4,gpt-5.4,codex,molecular_design,2,0.9458637392251934,scored
GPT-5.4,gpt-5.4,codex,molecular_design,3,0.8402670906722146,scored
GPT-5.4,gpt-5.4,codex,molecular_design,4,0.945167825830123,scored
GPT-5.4,gpt-5.4,codex,molecular_design,5,0.941986245045855,scored
GPT-5.4,gpt-5.4,codex,molecular_design,6,0.9482120956018756,scored
GPT-5.4,gpt-5.4,codex,molecular_design,7,0.8388932308884095,scored
GPT-5.4,gpt-5.4,codex,molecular_design,8,0.9474144951357497,scored
GPT-5.4,gpt-5.4,codex,molecular_design,9,0.8434943044342631,scored
GPT-5.4,gpt-5.4,codex,molecular_design,10,0.9445312367651926,scored
GPT-5.4,gpt-5.4,codex,molecular_design,11,0.8424973038516058,scored
GPT-5.4,gpt-5.4,codex,molecular_design,12,0.9482120956018756,scored
GPT-5.4,gpt-5.4,codex,molecular_design,13,0.8388932308884095,scored
GPT-5.4,gpt-5.4,codex,molecular_design,14,0.9482120956018756,scored
GPT-5.4,gpt-5.4,codex,molecular_design,15,0.8424973038516058,scored
GPT-5.4,gpt-5.4,codex,molecular_design,16,0.9419468636621265,scored
GPT-5.4,gpt-5.4,codex,molecular_design,17,0.8467247708130958,scored
GPT-5.4,gpt-5.4,codex,molecular_design,18,0.9436668975680707,scored
GPT-5.4,gpt-5.4,codex,molecular_design,19,0.8403472614691757,scored
GPT-5.4,gpt-5.4,codex,molecular_design,20,0.9436668975680707,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,1,0.5,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,2,0.5,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,3,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,4,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,5,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,6,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,7,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,8,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,9,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,10,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,11,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,12,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,13,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,14,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,15,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,16,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,17,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,18,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,19,0.0,scored
GPT-5.4,gpt-5.4,codex,retrosynthesis_planning,20,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,1,1.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,2,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,3,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,4,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,5,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,6,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,7,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,8,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,9,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,10,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,11,1.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,12,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,13,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,14,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,15,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,16,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,17,1.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,18,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,19,0.0,scored
GPT-5.5,gpt-5.5,codex,foundational_biomedical_knowledge,20,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,1,1.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,2,0.6,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,3,0.2,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,4,1.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,5,0.6,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,6,1.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,7,1.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,8,0.8,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,9,1.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,10,1.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,11,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,12,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,13,0.2,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,14,0.8,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,15,0.4,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,16,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,17,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,18,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,19,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_drugs,20,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,1,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,2,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,3,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,4,0.6666666666666666,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,5,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,6,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,7,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,8,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,9,0.6666666666666666,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,10,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,11,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,12,0.0,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,13,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,14,0.6666666666666666,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,15,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,16,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,17,0.6666666666666666,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,18,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,19,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,retrieve_known_targets,20,0.3333333333333333,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,1,0.5849148418491484,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,2,0.5621621621621621,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,3,0.5689497716894978,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,4,0.5985257985257986,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,5,0.7797752808988764,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,6,0.781800212375834,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,7,0.7923076923076924,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,8,0.798645598194131,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,9,0.7990521327014217,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,10,0.7990654205607477,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,11,0.5900452488687783,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,12,0.7377049180327868,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,13,0.15584415584415584,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,14,0.5828054298642534,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,15,0.5821782178217821,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,16,0.5798298906439854,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,17,0.6016995241332427,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,18,0.5311111111111111,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,19,0.5639784946236559,scored
GPT-5.5,gpt-5.5,codex,molecular_property_prediction,20,0.46550522648083625,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,1,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,2,1.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,3,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,4,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,5,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,6,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,7,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,8,1.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,9,1.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,10,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,11,1.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,12,1.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,13,,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,14,1.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,15,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,16,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,17,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,18,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,19,0.0,scored
GPT-5.5,gpt-5.5,codex,virtual_screening,20,1.0,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,1,0.2,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,2,0.6,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,3,0.6,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,4,0.2,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,5,0.8,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,6,0.0,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,7,0.4,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,8,0.4,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,9,0.0,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,10,0.2,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,11,0.4,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,12,0.2,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,13,0.4,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,14,0.6,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,15,0.2,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,16,0.2,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,17,0.0,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,18,0.2,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,19,0.0,scored
GPT-5.5,gpt-5.5,codex,binding_mechanism,20,0.0,scored
GPT-5.5,gpt-5.5,codex,molecular_design,1,0.9492860500354853,scored
GPT-5.5,gpt-5.5,codex,molecular_design,2,0.9456648632451323,scored
GPT-5.5,gpt-5.5,codex,molecular_design,3,0.942389025172519,scored
GPT-5.5,gpt-5.5,codex,molecular_design,4,0.9498024575943983,scored
GPT-5.5,gpt-5.5,codex,molecular_design,5,0.9445033190262886,scored
GPT-5.5,gpt-5.5,codex,molecular_design,6,0.9462651889442854,scored
GPT-5.5,gpt-5.5,codex,molecular_design,7,0.9427379218773223,scored
GPT-5.5,gpt-5.5,codex,molecular_design,8,0.9483351197997801,scored
GPT-5.5,gpt-5.5,codex,molecular_design,9,0.9441242268800887,scored
GPT-5.5,gpt-5.5,codex,molecular_design,10,0.9512967056504631,scored
GPT-5.5,gpt-5.5,codex,molecular_design,11,0.9361441975632376,scored
GPT-5.5,gpt-5.5,codex,molecular_design,12,0.9367851859009831,scored
GPT-5.5,gpt-5.5,codex,molecular_design,13,0.9397372804194519,scored
GPT-5.5,gpt-5.5,codex,molecular_design,14,0.9438236660347705,scored
GPT-5.5,gpt-5.5,codex,molecular_design,15,0.7485738861737564,scored
GPT-5.5,gpt-5.5,codex,molecular_design,16,0.9538694762071347,scored
GPT-5.5,gpt-5.5,codex,molecular_design,17,0.9438864643865207,scored
GPT-5.5,gpt-5.5,codex,molecular_design,18,0.946990279027792,scored
GPT-5.5,gpt-5.5,codex,molecular_design,19,0.9439778012488664,scored
GPT-5.5,gpt-5.5,codex,molecular_design,20,0.9553686989519925,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,1,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,2,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,3,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,4,0.0,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,5,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,6,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,7,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,8,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,9,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,10,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,11,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,12,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,13,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,14,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,15,1.0,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,16,0.0,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,17,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,18,1.0,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,19,0.5,scored
GPT-5.5,gpt-5.5,codex,retrosynthesis_planning,20,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,1,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,2,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,3,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,4,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,5,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,6,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,7,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,8,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,9,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,10,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,11,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,12,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,13,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,14,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,15,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,16,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,17,1.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,18,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,19,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,foundational_biomedical_knowledge,20,0.0,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,1,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,2,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,3,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,4,0.4,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,5,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,6,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,7,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,8,0.2,scored
GPT-5.6 Sol,gpt-5.6-sol,codex,retrieve_known_drugs,9,0.2,scored
