condition,stage,model,pocket,seed,job_tag,sample_file,sample_path,canonical_smiles,qed,favorable_sa,selection_score,rank_in_cell,pocket_atom_fraction,pocket_compatible,centroid_distance_angstrom,severe_clash_pairs
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1398.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1398.sdf,O=C(O)[C@@H]1C=CC=CC1=NC[C@@H]1C=CC(CC=C2C=CC=CC2)=CN1,0.8087796527727296,0.54,0.7281457569409107,11,1.0,True,1.2422182170139486,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0575.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0575.sdf,Cc1cccc2c1OC1=CC(=NC(=O)[C@H](c3cccc(C(=O)O)c3)[C@@H](C)F)C=C[C@@H]1C2=O,0.769158629714583,0.63,0.7274110408002081,12,1.0,True,0.7897552383171785,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1151.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1151.sdf,COC1C=CC=C(NC(=O)Cc2cc(C)ccc2NCC(F)F)[C@@H]1OC,0.7428390145410007,0.68,0.7239873101787004,13,1.0,True,1.2515001178374883,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0064.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0064.sdf,COC1=NCC(NC(=O)[C@H]2C=CCC(CO)=C[C@@H]2c2ccccc2)=C2OCC=C12,0.772252151918007,0.61,0.723576506342605,14,1.0,True,1.2191918509131934,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0712.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0712.sdf,Cc1cc(=NC(=O)C[C@]2(C(C)C)C(N)C(=O)N=C3C=CC=CC32)[nH]c(-c2ccccc2)n1,0.7777280330646796,0.58,0.7184096231452757,15,1.0,True,0.8865064084657095,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0613.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0613.sdf,CCNC(=O)c1cc(OC)cc(C(=O)N[C@@]2(C)CN(C(=O)CC(C)C)c3ccccc32)c1,0.6942346278368007,0.76,0.7139642394857604,16,1.0,True,0.9323829274723439,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1420.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1420.sdf,CN(C)[C@H]1C=CC(=Cc2ccccc2)N1C(=O)NCN1C=C[C@@]2(C3=CCN=C3)C=CC=C12,0.7821213965077176,0.55,0.7124849775554023,17,1.0,True,1.2518741156784368,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0986.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0986.sdf,CC1=CC2=CC=C(OC=CN(C3=NN(O)C(=N)C3)c3ccccc3)N(C)C2C=C1,0.762540401720542,0.59,0.7107782812043795,18,1.0,True,1.3490557288607097,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0453.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0453.sdf,CO[C@@H]1C(C(=O)O)=CC=C2C(=O)N[C@@H](CC3C=CC=CC=C3)C=C[C@H]21,0.7708920385511276,0.57,0.7106244269857893,19,1.0,True,1.7734409090940297,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0232.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0232.sdf,C[C@H](O)Cc1csc2c1CC(=NO[C@H]1C=CC=C3N=CC=C[C@@H]31)N2C(N)=O,0.7801548732435775,0.54,0.7081084112705042,20,1.0,True,1.7431815499021168,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0742.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0742.sdf,CC(=O)N(C(=O)CO)[C@H]1C=C(C=C2C=CC=C(C3CCCC3)C2)O[C@]1(O)c1ccccc1,0.7394656873370151,0.62,0.7036259811359105,21,1.0,True,0.8633049010207559,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0042.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0042.sdf,COc1ccc(F)c(CN2CC3O[C@H]4C(=CC=C[C@@H]4c4cccc(O)c4)[C@@H](OC)[C@@H]3N2)c1,0.7471937668193755,0.6,0.7030356367735628,22,1.0,True,0.5548545704143808,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1043.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1043.sdf,CCC1=NC(=NC(=O)NC(=O)N(C(=O)NC(C)C)C2CCC2)CC=C1N,0.7108646425686792,0.68,0.7016052497980754,23,1.0,True,1.1021184898844865,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0086.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0086.sdf,CCN=C1C2C=CC=C2CCCN1C(=O)NC1=Cc2ccc(N(C)[C@@H](C)CC)cc2C1=O,0.7272137056557252,0.63,0.6980495939590077,24,1.0,True,0.8463245243725566,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0353.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0353.sdf,CCO[C@H]1[C@H]2C(N=C(C)CN2c2ccccc2)[C@H](C=Cc2cccc(C(=O)O)c2)O[C@@H]1F,0.7314528103970219,0.62,0.6980169672779153,25,1.0,True,0.7879973381217462,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0917.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0917.sdf,CO[C@@H]1CCC(=NC(=O)C[C@@H]2S[C@H](C(=O)O)N3CC[C@H](F)[C@H]23)N1C(C)C,0.7689872497914616,0.53,0.6972910748540231,26,1.0,True,1.1704068635973366,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0429.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0429.sdf,C[C@@](O)(NC1=CCC2=CCC=CC2=C1)[C@@H]1[C@H]2C(F)=CC=C[C@H]2c2ncnc(=O)n21,0.773530402876209,0.51,0.6944712820133463,27,1.0,True,1.1229869900526022,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1202.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1202.sdf,CC1=C2CN[C@H](C(=O)N3CCCc4nc(C)sc4[C@@H]3c3ccccc3)C=C2C(F)=C[C@@H]1O,0.7298966888502703,0.61,0.6939276821951892,28,1.0,True,0.813316170490868,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1432.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1432.sdf,CC(=O)N(CC1=NC(c2cccc(Cl)c2)=C1C(=O)O)c1c(F)cccc1CC1=CC=NC1,0.6795400046336956,0.72,0.6916780032435869,29,1.0,True,0.896903035996009,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0881.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0881.sdf,CCCC(=O)N1CCC[C@H]2C[C@@H](c3cccc(NC(=O)C(C)C)c3)C(=O)N[C@@]23OC=C[C@H]13,0.7347322828005017,0.59,0.6913125979603512,30,1.0,True,0.8707591863628017,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0447.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0447.sdf,CC1[C@@H](C(=O)NC2=NC3=NCc4cccc(c43)C=C2)N=NC(=O)[C@H]1OC1=CCC(Cl)=CC1,0.7604408768444125,0.53,0.6913086137910888,31,1.0,True,0.6232919494111164,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0072.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0072.sdf,Cc1ccc(-n2cccc2[C@H]2C=CC=C2C(=O)N=C2CC3=C(N2)C(C(N)=O)[C@@H](C)C=C3)s1,0.7493441083905148,0.55,0.6895408758733603,32,1.0,True,0.685603382345379,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0870.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0870.sdf,CC1=C[C@H](C(N)=O)[C@@H](c2ccn(C)n2)C2=CC=C3C(NC(=O)[C@H]3c3ccccc3)C2=C=C1,0.7427348409922123,0.56,0.6879143886945487,33,1.0,True,0.6351383911622612,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1226.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1226.sdf,CC(C)[C@H]1CC=C(N=NCOC(=O)N(C(N)=O)c2ccccc2)[C@@H]2CCC[C@@H]12,0.715558159004951,0.62,0.6868907113034657,34,1.0,True,1.3233381114112228,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0752.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0752.sdf,COC1CC(F)=CC[C@@]1(C(=O)NC[C@@H]1C=C(F)C(c2ccccc2)=N1)c1cccc(O)c1,0.7124827084896836,0.62,0.6847378959427786,35,1.0,True,0.9021971591955769,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0292.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0292.sdf,O=C1C=C(F)[C@H](CCOC2=CCC3=C(C=C2O)OCCCCO3)C(=O)N1c1ccccc1,0.6895619481960316,0.66,0.6806933637372221,36,1.0,True,0.809578920048612,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0910.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0910.sdf,COC1=CC[C@@H]([C@@H](O)c2ccnc([C@@H]3CCCC[C@@H]3N)n2)[C@H](NC(C)=O)C=C1,0.7147740344669716,0.6,0.6803418241268802,37,1.0,True,1.7875979558727453,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1148.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1148.sdf,CC[C@@H]1C(C(=O)N[C@H](C2=CC(=O)N(C)CC=C2)c2cccc(C)c2)=CC(F)=C[C@@H]1C(=O)O,0.7102523003049315,0.61,0.680176610213452,38,1.0,True,1.5030720496626633,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0862.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0862.sdf,CCc1ccc(NC2=CC[C@@H]3[C@H](C2)[C@@H]2[C@@H](CC(=O)[C@H]2N)[C@@H]3N(CC)c2ccccn2)cc1,0.7104284203515738,0.6,0.6772998942461017,39,1.0,True,0.8132184347947059,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1316.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1316.sdf,COC1CN(C(=O)[C@@H](O)C[C@@H]2C(F)=CC=C3CCOC[C@@H](O)[C@H]32)C=C[C@H]1c1ccccc1,0.7317262745512038,0.55,0.6772083921858426,40,1.0,True,0.6823336870327364,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1331.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1331.sdf,O=C(NC1=C2CCC[C@H]2[C@@]2(Cc3cn[nH]c3)CC=CC=C2O1)N1CCC=C2C=CC=C[C@H]21,0.7356160054189385,0.54,0.6769312037932569,41,1.0,True,0.7967309211284552,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0574.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0574.sdf,Cn1ncc2c1C(=CC(=O)NC[C@@H](C(N)=O)C1=CC=CC=C[C@H]1c1ccccc1)C=CC2,0.6961277384403877,0.63,0.6762894169082714,42,1.0,True,0.6417355689846743,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1330.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1330.sdf,CC1=C[C@@H](c2cc(F)cc([C@@H]3C(=O)N4C=C[C@@H](C5CCCC5)C4=NC(=O)C3O)c2)C=CC1,0.7188959089845236,0.57,0.6742271362891665,43,1.0,True,1.0819350684321571,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0403.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0403.sdf,CCc1ccc([C@@H]2N=C(NC(=O)C3=CC=NC(=NC[C@@H]4CCNC4)[C@H]3C)CO2)cc1OC,0.7145010962180226,0.58,0.6741507673526157,44,1.0,True,0.4263822075303014,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0789.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0789.sdf,COC1=CC[C@@H]2C(=O)N(C[C@](C)(O)c3ccc(OC)c(C#N)c3)C[C@@H]3C(=O)OC=C3C2=C1,0.7046125246788641,0.6,0.6732287672752049,45,1.0,True,0.7792464245995533,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_1078.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_1078.sdf,C[C@H](Cc1ccc(-c2ccccc2)cc1)[C@]1([C@@H](C)O)C=CC(C=N)=CC1,0.6731670625721596,0.67,0.6722169438005117,46,1.0,True,1.2589253910512375,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0603.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0603.sdf,COc1ccc(O)c(C(=O)N(C[C@@H](C)O)C(=O)CC[C@H]2C3=CC=CCC3c3cncn32)c1,0.6901263418782559,0.63,0.6720884393147791,47,1.0,True,1.025832942238312,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0907.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0907.sdf,CCOc1ccc2c(c1)[C@@H](C)N(C(=O)c1ccc(C3[C@@H](C)CC[C@@H]3C)c(F)c1)C(=O)[C@@H]2O,0.6692398275423853,0.67,0.6694678792796698,48,1.0,True,0.7997155251417704,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0688.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0688.sdf,C[C@H](CC(N)=C1CC[C@H]2[C@@H](C(=O)O)C3O[C@@H](CO)CC3[C@@]2(C)C1)c1ccccc1,0.7023100984890823,0.59,0.6686170689423576,49,1.0,True,0.8874592667812966,0
fixed_best,single,targetdiff,1IEP,83,fixed-best-targetdiff-1iep-s83-n1500-r02,sample_0928.sdf,/var/lib/docker/my_workspace/doomx/FROGENT/runtime/evaluation/revision-20260731/gpu-followup-20260802/forge-gauge-matched-budget-prospective-recovery-r06/results/fixed-best-targetdiff-1iep-s83-n1500-r02/sample_0928.sdf,CCN1C(c2ccccc2)OC2C(NC3=CC4C=CC(Cl)=C[C@H]4C=C3)=N[C@](C)(C(=O)O)[C@H]21,0.7234218942960934,0.54,0.6683953260072654,50,1.0,True,0.9843247620369938,0
